Name;Image;Buy;Sell
Timeless Vaal Emblem;Images/Orbs/Timeless01.png;https://www.pathofexile.com/trade/exchange/Expedition/a43g48Ce;https://www.pathofexile.com/trade/exchange/Expedition/l3VZPVHV
Timeless Templar Emblem;Images/Orbs/Timeless02.png;https://www.pathofexile.com/trade/exchange/Expedition/7a5MB7h5;https://www.pathofexile.com/trade/exchange/Expedition/p2PPBdu0
Timeless Maraketh Emblem;Images/Orbs/Timeless03.png;https://www.pathofexile.com/trade/exchange/Expedition/Q4nM5mtw;https://www.pathofexile.com/trade/exchange/Expedition/B84vvkH8
Timeless Karui Emblem;Images/Orbs/Timeless04.png;https://www.pathofexile.com/trade/exchange/Expedition/zR0vl0h4;https://www.pathofexile.com/trade/exchange/Expedition/DyYZ07T5
Timeless Eternal Emblem;Images/Orbs/Timeless05.png;https://www.pathofexile.com/trade/exchange/Expedition/8Ygo9ZfV;https://www.pathofexile.com/trade/exchange/Expedition/Lw5QQlIn
Mortal Grief;Images/Orbs/Uatziri1.png;https://www.pathofexile.com/trade/exchange/Expedition/2Kb0Ik;https://www.pathofexile.com/trade/exchange/Expedition/GlGbcb
Mortal Rage;Images/Orbs/UAtziri2.png;https://www.pathofexile.com/trade/exchange/Expedition/jqPlFX;https://www.pathofexile.com/trade/exchange/Expedition/mZ5eC6
Mortal Hope;Images/Orbs/Uatziri3.png;https://www.pathofexile.com/trade/exchange/Expedition/BgEQs8;https://www.pathofexile.com/trade/exchange/Expedition/02d7Fg
Mortal Ignorance;Images/Orbs/UAtziri4.png;https://www.pathofexile.com/trade/exchange/Expedition/bkOXUL;https://www.pathofexile.com/trade/exchange/Expedition/44rvS9
Fragment of Terror;Images/Orbs/UberElder01.png;https://www.pathofexile.com/trade/exchange/Expedition/kyPQ7dKH5;https://www.pathofexile.com/trade/exchange/Expedition/RJ2bGw4I7
Fragment of Emptiness;Images/Orbs/UberElder02.png;https://www.pathofexile.com/trade/exchange/Expedition/bGPX9dRTL;https://www.pathofexile.com/trade/exchange/Expedition/02PzVBOFg
Fragment of Shape;Images/Orbs/UberElder03.png;https://www.pathofexile.com/trade/exchange/Expedition/RJ2ZwMgc7;https://www.pathofexile.com/trade/exchange/Expedition/aLb3YKpfe
Fragment of Knowledge;Images/Orbs/UberElder04.png;https://www.pathofexile.com/trade/exchange/Expedition/OgpvX4lhE;https://www.pathofexile.com/trade/exchange/Expedition/4mqvLd8F9
